FY,CFIS/ORG Code,CBID,Leave Benefit ID,Leave Benefit Name,ending_balance
2024-2025,8955,R16,LX,PERSONAL LEAVE PROG 2020,192.0
2024-2025,8955,R16,PH,PERSONAL HOLIDAY,88.75
2024-2025,8955,R16,PT,PROFESSIONAL TRNG/DEVEL,74.0
2024-2025,8955,R16,PV,VOLUNTARY PLP,16.0
2024-2025,8955,R16,SL,SICK LEAVE,671.75
2024-2025,8955,R16,VA,VACATION,536.25
2024-2025,8955,R17,AL,ANNUAL LEAVE,5920.5
2024-2025,8955,R17,CT,COMPENSATING TIME OFF,3746.0
2024-2025,8955,R17,EX,EXCESS HOURS (EX),1105.75
2024-2025,8955,R17,HC,HOLIDAY CREDIT,2897.5
2024-2025,8955,R17,HI,HOLIDAY INFORMAL TIME OFF,540.5
2024-2025,8955,R17,HT,HOLIDAY CREDIT-WK ON HOL,4590.5
2024-2025,8955,R17,LX,PERSONAL LEAVE PROG 2020,1265.0
2024-2025,8955,R17,PH,PERSONAL HOLIDAY,1434.5
2024-2025,8955,R17,PT,PROFESSIONAL TRNG/DEVEL,1371.0
2024-2025,8955,R17,PV,VOLUNTARY PLP,983.25
2024-2025,8955,R17,SL,SICK LEAVE,10022.25
2024-2025,8955,R17,VA,VACATION,18673.0
2024-2025,8955,R19,AL,ANNUAL LEAVE,6668.5
2024-2025,8955,R19,CT,COMPENSATING TIME OFF,503.0
2024-2025,8955,R19,EH,EXCESS HOURS (EH),1.0
2024-2025,8955,R19,EX,EXCESS HOURS (EX),151.0
2024-2025,8955,R19,FH,FURLOUGH HOURS,13.5
2024-2025,8955,R19,HC,HOLIDAY CREDIT,419.25
2024-2025,8955,R19,HI,HOLIDAY INFORMAL TIME OFF,179.75
2024-2025,8955,R19,HT,HOLIDAY CREDIT-WK ON HOL,674.0
2024-2025,8955,R19,LX,PERSONAL LEAVE PROG 2020,95.25
2024-2025,8955,R19,PH,PERSONAL HOLIDAY,372.0
2024-2025,8955,R19,PT,PROFESSIONAL TRNG/DEVEL,1352.25
2024-2025,8955,R19,PV,VOLUNTARY PLP,1232.5
2024-2025,8955,R19,SL,SICK LEAVE,3642.0
2024-2025,8955,R19,VA,VACATION,4590.75
2024-2025,8955,R20,AL,ANNUAL LEAVE,18414.0
2024-2025,8955,R20,CT,COMPENSATING TIME OFF,8162.0
2024-2025,8955,R20,EX,EXCESS HOURS (EX),4679.5
2024-2025,8955,R20,HC,HOLIDAY CREDIT,10996.5
2024-2025,8955,R20,HI,HOLIDAY INFORMAL TIME OFF,2322.25
2024-2025,8955,R20,HT,HOLIDAY CREDIT-WK ON HOL,22696.75
2024-2025,8955,R20,LV,PERSONAL LEAVE PROG 2012,4.75
2024-2025,8955,R20,LX,PERSONAL LEAVE PROG 2020,3998.25
2024-2025,8955,R20,PH,PERSONAL HOLIDAY,4788.0
2024-2025,8955,R20,PT,PROFESSIONAL TRNG/DEVEL,4523.0
2024-2025,8955,R20,PV,VOLUNTARY PLP,1003.5
2024-2025,8955,R20,SL,SICK LEAVE,23820.25
2024-2025,8955,R20,VA,VACATION,42878.75
2024-2025,8955,R21,AL,ANNUAL LEAVE,1561.0
2024-2025,8955,R21,EL,EDUCATIONAL LEAVE,8720.0
2024-2025,8955,R21,HC,HOLIDAY CREDIT,104.0
2024-2025,8955,R21,HI,HOLIDAY INFORMAL TIME OFF,208.0
2024-2025,8955,R21,LD,PERSONAL LEAVE PROG 2003,48.0
2024-2025,8955,R21,LX,PERSONAL LEAVE PROG 2020,792.0
2024-2025,8955,R21,PH,PERSONAL HOLIDAY,392.0
2024-2025,8955,R21,PT,PROFESSIONAL TRNG/DEVEL,192.0
2024-2025,8955,R21,SL,SICK LEAVE,3804.5
2024-2025,8955,R21,VA,VACATION,2491.5
2024-2025,8955,S01,AL,ANNUAL LEAVE,26162.5
2024-2025,8955,S01,CT,COMPENSATING TIME OFF,593.0
2024-2025,8955,S01,EL,EDUCATIONAL LEAVE,1480.0
2024-2025,8955,S01,EX,EXCESS HOURS (EX),70.75
2024-2025,8955,S01,HC,HOLIDAY CREDIT,1005.75
2024-2025,8955,S01,HI,HOLIDAY INFORMAL TIME OFF,727.25
2024-2025,8955,S01,HT,HOLIDAY CREDIT-WK ON HOL,528.0
2024-2025,8955,S01,LD,PERSONAL LEAVE PROG 2003,96.0
2024-2025,8955,S01,LX,PERSONAL LEAVE PROG 2020,1044.25
2024-2025,8955,S01,PH,PERSONAL HOLIDAY,1728.0
2024-2025,8955,S01,PT,PROFESSIONAL TRNG/DEVEL,1276.25
2024-2025,8955,S01,PV,VOLUNTARY PLP,247.5
2024-2025,8955,S01,SL,SICK LEAVE,21097.0
2024-2025,8955,S01,VA,VACATION,14928.75
2024-2025,8955,S04,AL,ANNUAL LEAVE,446.0
2024-2025,8955,S04,CT,COMPENSATING TIME OFF,11.75
2024-2025,8955,S04,EX,EXCESS HOURS (EX),13.0
2024-2025,8955,S04,HI,HOLIDAY INFORMAL TIME OFF,9.5
2024-2025,8955,S04,HT,HOLIDAY CREDIT-WK ON HOL,0.5
2024-2025,8955,S04,PH,PERSONAL HOLIDAY,48.0
2024-2025,8955,S04,PT,PROFESSIONAL TRNG/DEVEL,96.0
2024-2025,8955,S04,PV,VOLUNTARY PLP,56.0
2024-2025,8955,S04,SL,SICK LEAVE,57.5
2024-2025,8955,S04,VA,VACATION,75.0
2024-2025,8955,S09,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,8955,S09,PH,PERSONAL HOLIDAY,0.0
2024-2025,8955,S09,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8955,S09,SL,SICK LEAVE,475.0
2024-2025,8955,S09,VA,VACATION,496.25
2024-2025,8955,S12,AL,ANNUAL LEAVE,1801.0
2024-2025,8955,S12,CT,COMPENSATING TIME OFF,323.75
2024-2025,8955,S12,EX,EXCESS HOURS (EX),16.5
2024-2025,8955,S12,HC,HOLIDAY CREDIT,703.0
2024-2025,8955,S12,HI,HOLIDAY INFORMAL TIME OFF,37.25
2024-2025,8955,S12,HT,HOLIDAY CREDIT-WK ON HOL,90.25
2024-2025,8955,S12,PH,PERSONAL HOLIDAY,72.0
2024-2025,8955,S12,PT,PROFESSIONAL TRNG/DEVEL,98.0
2024-2025,8955,S12,PV,VOLUNTARY PLP,191.75
2024-2025,8955,S12,SL,SICK LEAVE,1386.25
2024-2025,8955,S12,VA,VACATION,1364.0
2024-2025,8955,S15,AL,ANNUAL LEAVE,2079.5
2024-2025,8955,S15,CT,COMPENSATING TIME OFF,556.25
2024-2025,8955,S15,EX,EXCESS HOURS (EX),240.75
2024-2025,8955,S15,HC,HOLIDAY CREDIT,1312.5
2024-2025,8955,S15,HI,HOLIDAY INFORMAL TIME OFF,186.5
2024-2025,8955,S15,HT,HOLIDAY CREDIT-WK ON HOL,2023.25
2024-2025,8955,S15,LD,PERSONAL LEAVE PROG 2003,68.0
2024-2025,8955,S15,LX,PERSONAL LEAVE PROG 2020,379.5
2024-2025,8955,S15,PH,PERSONAL HOLIDAY,424.0
2024-2025,8955,S15,PT,PROFESSIONAL TRNG/DEVEL,331.0
2024-2025,8955,S15,PV,VOLUNTARY PLP,16.0
2024-2025,8955,S15,SL,SICK LEAVE,3018.25
2024-2025,8955,S15,VA,VACATION,5787.75
2024-2025,8955,S17,AL,ANNUAL LEAVE,7902.5
2024-2025,8955,S17,CT,COMPENSATING TIME OFF,564.5
2024-2025,8955,S17,EX,EXCESS HOURS (EX),148.0
2024-2025,8955,S17,HC,HOLIDAY CREDIT,962.0
2024-2025,8955,S17,HI,HOLIDAY INFORMAL TIME OFF,252.25
2024-2025,8955,S17,HT,HOLIDAY CREDIT-WK ON HOL,1255.5
2024-2025,8955,S17,LX,PERSONAL LEAVE PROG 2020,215.5
2024-2025,8955,S17,PH,PERSONAL HOLIDAY,576.0
2024-2025,8955,S17,PT,PROFESSIONAL TRNG/DEVEL,443.0
2024-2025,8955,S17,PV,VOLUNTARY PLP,2149.75
2024-2025,8955,S17,SL,SICK LEAVE,3300.5
2024-2025,8955,S17,VA,VACATION,3178.0
2024-2025,8955,S19,AL,ANNUAL LEAVE,3306.5
2024-2025,8955,S19,CT,COMPENSATING TIME OFF,74.5
2024-2025,8955,S19,EX,EXCESS HOURS (EX),8.25
2024-2025,8955,S19,FH,FURLOUGH HOURS,32.0
2024-2025,8955,S19,HC,HOLIDAY CREDIT,75.0
2024-2025,8955,S19,HI,HOLIDAY INFORMAL TIME OFF,131.0
2024-2025,8955,S19,HT,HOLIDAY CREDIT-WK ON HOL,499.75
2024-2025,8955,S19,LX,PERSONAL LEAVE PROG 2020,314.0
2024-2025,8955,S19,PH,PERSONAL HOLIDAY,320.0
2024-2025,8955,S19,PT,PROFESSIONAL TRNG/DEVEL,370.0
2024-2025,8955,S19,PV,VOLUNTARY PLP,4.5
2024-2025,8955,S19,SL,SICK LEAVE,3151.25
2024-2025,8955,S19,VA,VACATION,3436.25
2024-2025,8955,S20,AL,ANNUAL LEAVE,107.0
2024-2025,8955,S20,EX,EXCESS HOURS (EX),3.0
2024-2025,8955,S20,HC,HOLIDAY CREDIT,8.0
2024-2025,8955,S20,HI,HOLIDAY INFORMAL TIME OFF,7.25
2024-2025,8955,S20,HT,HOLIDAY CREDIT-WK ON HOL,40.5
2024-2025,8955,S20,LX,PERSONAL LEAVE PROG 2020,124.25
2024-2025,8955,S20,PH,PERSONAL HOLIDAY,72.0
2024-2025,8955,S20,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,8955,S20,PV,VOLUNTARY PLP,38.25
2024-2025,8955,S20,SL,SICK LEAVE,196.0
2024-2025,8955,S20,VA,VACATION,153.5
2024-2025,8960,E99,AL,ANNUAL LEAVE,466.0
2024-2025,8960,E99,CT,COMPENSATING TIME OFF,112.5
2024-2025,8960,E99,EX,EXCESS HOURS (EX),42.0
2024-2025,8960,E99,HC,HOLIDAY CREDIT,134.5
2024-2025,8960,E99,HI,HOLIDAY INFORMAL TIME OFF,34.0
2024-2025,8960,E99,HT,HOLIDAY CREDIT-WK ON HOL,112.0
2024-2025,8960,E99,LX,PERSONAL LEAVE PROG 2020,0.0
2024-2025,8960,E99,PH,PERSONAL HOLIDAY,8.0
2024-2025,8960,E99,SL,SICK LEAVE,460.0
2024-2025,8960,M01,AL,ANNUAL LEAVE,550.0
2024-2025,8960,M01,PH,PERSONAL HOLIDAY,0.0
2024-2025,8960,M01,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,8960,M01,SL,SICK LEAVE,517.0
2024-2025,8960,M16,AL,ANNUAL LEAVE,428.25
2024-2025,8960,M16,CT,COMPENSATING TIME OFF,5.25
2024-2025,8960,M16,EX,EXCESS HOURS (EX),2.0
2024-2025,8960,M16,HI,HOLIDAY INFORMAL TIME OFF,8.0
2024-2025,8960,M16,OC,ON CALL,16.5
2024-2025,8960,M16,PH,PERSONAL HOLIDAY,6.0
2024-2025,8960,M16,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8960,R01,AL,ANNUAL LEAVE,1986.75
2024-2025,8960,R01,CT,COMPENSATING TIME OFF,1018.75
2024-2025,8960,R01,EX,EXCESS HOURS (EX),111.0
2024-2025,8960,R01,HC,HOLIDAY CREDIT,1233.25
2024-2025,8960,R01,HI,HOLIDAY INFORMAL TIME OFF,72.25
2024-2025,8960,R01,HT,HOLIDAY CREDIT-WK ON HOL,130.0
2024-2025,8960,R01,LD,PERSONAL LEAVE PROG 2003,64.5
2024-2025,8960,R01,LX,PERSONAL LEAVE PROG 2020,205.75
2024-2025,8960,R01,PH,PERSONAL HOLIDAY,144.0
2024-2025,8960,R01,PT,PROFESSIONAL TRNG/DEVEL,506.0
2024-2025,8960,R01,PV,VOLUNTARY PLP,107.25
2024-2025,8960,R01,SL,SICK LEAVE,3872.5
2024-2025,8960,R01,VA,VACATION,6670.5
2024-2025,8960,R04,AL,ANNUAL LEAVE,1134.25
2024-2025,8960,R04,CT,COMPENSATING TIME OFF,1501.25
2024-2025,8960,R04,EX,EXCESS HOURS (EX),203.0
2024-2025,8960,R04,HC,HOLIDAY CREDIT,778.75
2024-2025,8960,R04,HI,HOLIDAY INFORMAL TIME OFF,133.75
2024-2025,8960,R04,HT,HOLIDAY CREDIT-WK ON HOL,1551.0
2024-2025,8960,R04,LD,PERSONAL LEAVE PROG 2003,26.0
2024-2025,8960,R04,LX,PERSONAL LEAVE PROG 2020,275.75
2024-2025,8960,R04,PH,PERSONAL HOLIDAY,368.0
2024-2025,8960,R04,PT,PROFESSIONAL TRNG/DEVEL,690.0
2024-2025,8960,R04,PV,VOLUNTARY PLP,118.0
2024-2025,8960,R04,SL,SICK LEAVE,4784.0
2024-2025,8960,R04,VA,VACATION,7198.75
2024-2025,8960,R07,AL,ANNUAL LEAVE,1885.5
2024-2025,8960,R07,CT,COMPENSATING TIME OFF,341.5
2024-2025,8960,R07,EX,EXCESS HOURS (EX),411.5
2024-2025,8960,R07,HC,HOLIDAY CREDIT,316.5
2024-2025,8960,R07,HI,HOLIDAY INFORMAL TIME OFF,56.0
2024-2025,8960,R07,HT,HOLIDAY CREDIT-WK ON HOL,442.25
2024-2025,8960,R07,LX,PERSONAL LEAVE PROG 2020,131.0
2024-2025,8960,R07,PH,PERSONAL HOLIDAY,96.0
2024-2025,8960,R07,PL,PERSONAL LEAVE PROGRAM,13.75
2024-2025,8960,R07,PT,PROFESSIONAL TRNG/DEVEL,48.0
2024-2025,8960,R07,SL,SICK LEAVE,357.5
2024-2025,8960,R07,VA,VACATION,163.0
2024-2025,8960,R11,CT,COMPENSATING TIME OFF,535.25
2024-2025,8960,R11,EX,EXCESS HOURS (EX),7.5
2024-2025,8960,R11,HC,HOLIDAY CREDIT,8.0
2024-2025,8960,R11,HI,HOLIDAY INFORMAL TIME OFF,18.5
2024-2025,8960,R11,HT,HOLIDAY CREDIT-WK ON HOL,20.0
2024-2025,8960,R11,LX,PERSONAL LEAVE PROG 2020,0.0
2024-2025,8960,R11,PH,PERSONAL HOLIDAY,16.0
2024-2025,8960,R11,PT,PROFESSIONAL TRNG/DEVEL,64.0
2024-2025,8960,R11,SL,SICK LEAVE,811.75
2024-2025,8960,R11,VA,VACATION,2330.0
2024-2025,8960,R12,AL,ANNUAL LEAVE,5718.5
2024-2025,8960,R12,CT,COMPENSATING TIME OFF,1499.75
2024-2025,8960,R12,EX,EXCESS HOURS (EX),261.5
2024-2025,8960,R12,FH,FURLOUGH HOURS,16.0
2024-2025,8960,R12,HC,HOLIDAY CREDIT,1211.0
2024-2025,8960,R12,HI,HOLIDAY INFORMAL TIME OFF,129.25
2024-2025,8960,R12,HT,HOLIDAY CREDIT-WK ON HOL,1004.5
2024-2025,8960,R12,LX,PERSONAL LEAVE PROG 2020,184.25
2024-2025,8960,R12,PH,PERSONAL HOLIDAY,48.0
2024-2025,8960,R12,PT,PROFESSIONAL TRNG/DEVEL,800.0
2024-2025,8960,R12,SL,SICK LEAVE,2917.0
2024-2025,8960,R12,VA,VACATION,4946.5
2024-2025,8960,R13,AL,ANNUAL LEAVE,3709.0
2024-2025,8960,R13,CT,COMPENSATING TIME OFF,601.25
2024-2025,8960,R13,EX,EXCESS HOURS (EX),74.5
2024-2025,8960,R13,HC,HOLIDAY CREDIT,492.5
2024-2025,8960,R13,HI,HOLIDAY INFORMAL TIME OFF,64.0
2024-2025,8960,R13,HT,HOLIDAY CREDIT-WK ON HOL,559.5
2024-2025,8960,R13,LX,PERSONAL LEAVE PROG 2020,204.0
2024-2025,8960,R13,PH,PERSONAL HOLIDAY,0.0
2024-2025,8960,R13,PT,PROFESSIONAL TRNG/DEVEL,200.0
2024-2025,8960,R13,SL,SICK LEAVE,828.0
2024-2025,8960,R15,AL,ANNUAL LEAVE,5998.5
2024-2025,8960,R15,CT,COMPENSATING TIME OFF,9297.5
2024-2025,8960,R15,EX,EXCESS HOURS (EX),2594.75
2024-2025,8960,R15,FH,FURLOUGH HOURS,0.0
2024-2025,8960,R15,HC,HOLIDAY CREDIT,16024.25
2024-2025,8960,R15,HI,HOLIDAY INFORMAL TIME OFF,828.5
2024-2025,8960,R15,HT,HOLIDAY CREDIT-WK ON HOL,20670.75
2024-2025,8960,R15,LV,PERSONAL LEAVE PROG 2012,12.5
2024-2025,8960,R15,LX,PERSONAL LEAVE PROG 2020,1597.0
2024-2025,8960,R15,PH,PERSONAL HOLIDAY,1596.0
2024-2025,8960,R15,PL,PERSONAL LEAVE PROGRAM,0.25
2024-2025,8960,R15,PT,PROFESSIONAL TRNG/DEVEL,1856.0
2024-2025,8960,R15,PV,VOLUNTARY PLP,76.0
2024-2025,8960,R15,SL,SICK LEAVE,17866.75
2024-2025,8960,R15,VA,VACATION,24301.75
2024-2025,8960,R16,AL,ANNUAL LEAVE,1155.75
2024-2025,8960,R16,CT,COMPENSATING TIME OFF,296.25
2024-2025,8960,R16,EX,EXCESS HOURS (EX),77.5
2024-2025,8960,R16,HC,HOLIDAY CREDIT,61.0
2024-2025,8960,R16,HI,HOLIDAY INFORMAL TIME OFF,50.0
2024-2025,8960,R16,HT,HOLIDAY CREDIT-WK ON HOL,41.0
2024-2025,8960,R16,LX,PERSONAL LEAVE PROG 2020,211.75
2024-2025,8960,R16,OC,ON CALL,408.25
2024-2025,8960,R16,PH,PERSONAL HOLIDAY,20.0
2024-2025,8960,R16,PT,PROFESSIONAL TRNG/DEVEL,129.0
2024-2025,8960,R16,PV,VOLUNTARY PLP,246.0
2024-2025,8960,R16,SL,SICK LEAVE,607.0
2024-2025,8960,R16,VA,VACATION,1511.0
2024-2025,8960,R17,AL,ANNUAL LEAVE,5370.75
2024-2025,8960,R17,CT,COMPENSATING TIME OFF,6374.75
2024-2025,8960,R17,EX,EXCESS HOURS (EX),1790.5
2024-2025,8960,R17,HC,HOLIDAY CREDIT,5918.5
2024-2025,8960,R17,HI,HOLIDAY INFORMAL TIME OFF,461.25
2024-2025,8960,R17,HT,HOLIDAY CREDIT-WK ON HOL,6438.75
2024-2025,8960,R17,LD,PERSONAL LEAVE PROG 2003,97.0
2024-2025,8960,R17,LX,PERSONAL LEAVE PROG 2020,1099.25
2024-2025,8960,R17,PH,PERSONAL HOLIDAY,950.5
2024-2025,8960,R17,PT,PROFESSIONAL TRNG/DEVEL,1075.0
2024-2025,8960,R17,PV,VOLUNTARY PLP,44.0
2024-2025,8960,R17,SL,SICK LEAVE,9014.0
2024-2025,8960,R17,VA,VACATION,15256.5
2024-2025,8960,R19,AL,ANNUAL LEAVE,7075.5
2024-2025,8960,R19,CT,COMPENSATING TIME OFF,154.0
2024-2025,8960,R19,EX,EXCESS HOURS (EX),562.25
2024-2025,8960,R19,HC,HOLIDAY CREDIT,664.25
2024-2025,8960,R19,HI,HOLIDAY INFORMAL TIME OFF,64.0
2024-2025,8960,R19,HT,HOLIDAY CREDIT-WK ON HOL,426.5
2024-2025,8960,R19,LX,PERSONAL LEAVE PROG 2020,43.0
2024-2025,8960,R19,PH,PERSONAL HOLIDAY,296.0
2024-2025,8960,R19,PT,PROFESSIONAL TRNG/DEVEL,773.5
2024-2025,8960,R19,PV,VOLUNTARY PLP,990.25
2024-2025,8960,R19,SL,SICK LEAVE,4986.0
2024-2025,8960,R19,VA,VACATION,3598.75
2024-2025,8960,R20,AL,ANNUAL LEAVE,6340.75
2024-2025,8960,R20,CT,COMPENSATING TIME OFF,16128.0
2024-2025,8960,R20,EL,EDUCATIONAL LEAVE,0.0
2024-2025,8960,R20,EX,EXCESS HOURS (EX),4548.25
2024-2025,8960,R20,HC,HOLIDAY CREDIT,21420.25
2024-2025,8960,R20,HI,HOLIDAY INFORMAL TIME OFF,1406.0
2024-2025,8960,R20,HT,HOLIDAY CREDIT-WK ON HOL,21579.25
2024-2025,8960,R20,LD,PERSONAL LEAVE PROG 2003,0.0
2024-2025,8960,R20,LV,PERSONAL LEAVE PROG 2012,36.0
2024-2025,8960,R20,LX,PERSONAL LEAVE PROG 2020,2894.25
2024-2025,8960,R20,PH,PERSONAL HOLIDAY,2870.0
2024-2025,8960,R20,PT,PROFESSIONAL TRNG/DEVEL,2069.5
2024-2025,8960,R20,SL,SICK LEAVE,18922.0
2024-2025,8960,R20,VA,VACATION,38557.0
2024-2025,8960,S01,AL,ANNUAL LEAVE,4584.75
2024-2025,8960,S01,CT,COMPENSATING TIME OFF,104.5
2024-2025,8960,S01,EX,EXCESS HOURS (EX),12.0
2024-2025,8960,S01,HC,HOLIDAY CREDIT,97.0
2024-2025,8960,S01,HI,HOLIDAY INFORMAL TIME OFF,68.0
2024-2025,8960,S01,HT,HOLIDAY CREDIT-WK ON HOL,74.0
2024-2025,8960,S01,LX,PERSONAL LEAVE PROG 2020,150.25
2024-2025,8960,S01,PH,PERSONAL HOLIDAY,168.0
2024-2025,8960,S01,PT,PROFESSIONAL TRNG/DEVEL,80.0
2024-2025,8960,S01,SL,SICK LEAVE,980.5
2024-2025,8960,S01,VA,VACATION,1295.75
2024-2025,8960,S03,EX,EXCESS HOURS (EX),42.0
2024-2025,8960,S03,HT,HOLIDAY CREDIT-WK ON HOL,50.0
2024-2025,8960,S03,LX,PERSONAL LEAVE PROG 2020,78.0
2024-2025,8960,S03,PH,PERSONAL HOLIDAY,24.0
2024-2025,8960,S03,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8960,S03,SL,SICK LEAVE,926.0
2024-2025,8960,S03,VA,VACATION,610.0
2024-2025,8960,S04,PH,PERSONAL HOLIDAY,0.0
2024-2025,8960,S04,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8960,S04,SL,SICK LEAVE,9.0
2024-2025,8960,S04,VA,VACATION,54.75
2024-2025,8960,S07,AL,ANNUAL LEAVE,0.0
2024-2025,8960,S07,CT,COMPENSATING TIME OFF,210.5
2024-2025,8960,S07,EX,EXCESS HOURS (EX),9.5
2024-2025,8960,S07,HC,HOLIDAY CREDIT,5.0
2024-2025,8960,S07,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,8960,S07,HT,HOLIDAY CREDIT-WK ON HOL,88.0
2024-2025,8960,S07,PH,PERSONAL HOLIDAY,24.0
2024-2025,8960,S07,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,8960,S07,SL,SICK LEAVE,0.0
2024-2025,8960,S07,VA,VACATION,0.0
2024-2025,8960,S09,AL,ANNUAL LEAVE,539.5
2024-2025,8960,S09,HC,HOLIDAY CREDIT,8.0
2024-2025,8960,S09,HI,HOLIDAY INFORMAL TIME OFF,22.0
2024-2025,8960,S09,LX,PERSONAL LEAVE PROG 2020,39.0
2024-2025,8960,S09,PH,PERSONAL HOLIDAY,72.0
2024-2025,8960,S09,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8960,S12,AL,ANNUAL LEAVE,768.75
2024-2025,8960,S12,CT,COMPENSATING TIME OFF,284.75
2024-2025,8960,S12,HC,HOLIDAY CREDIT,14.5
2024-2025,8960,S12,HI,HOLIDAY INFORMAL TIME OFF,12.0
2024-2025,8960,S12,HT,HOLIDAY CREDIT-WK ON HOL,8.5
2024-2025,8960,S12,PH,PERSONAL HOLIDAY,32.0
2024-2025,8960,S12,PT,PROFESSIONAL TRNG/DEVEL,95.0
2024-2025,8960,S12,SL,SICK LEAVE,8.0
2024-2025,8960,S12,VA,VACATION,0.0
2024-2025,8960,S13,AL,ANNUAL LEAVE,218.75
2024-2025,8960,S13,CT,COMPENSATING TIME OFF,47.0
2024-2025,8960,S13,FH,FURLOUGH HOURS,2.0
2024-2025,8960,S13,HC,HOLIDAY CREDIT,731.75
2024-2025,8960,S13,HI,HOLIDAY INFORMAL TIME OFF,32.0
2024-2025,8960,S13,HT,HOLIDAY CREDIT-WK ON HOL,104.0
2024-2025,8960,S13,LX,PERSONAL LEAVE PROG 2020,104.0
2024-2025,8960,S13,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,8960,S13,SL,SICK LEAVE,907.25
2024-2025,8960,S13,VA,VACATION,1351.75
2024-2025,8960,S15,AL,ANNUAL LEAVE,2677.25
2024-2025,8960,S15,CT,COMPENSATING TIME OFF,783.75
2024-2025,8960,S15,EX,EXCESS HOURS (EX),162.0
2024-2025,8960,S15,HC,HOLIDAY CREDIT,1630.75
2024-2025,8960,S15,HI,HOLIDAY INFORMAL TIME OFF,80.5
2024-2025,8960,S15,HT,HOLIDAY CREDIT-WK ON HOL,1674.75
2024-2025,8960,S15,LX,PERSONAL LEAVE PROG 2020,29.5
2024-2025,8960,S15,PH,PERSONAL HOLIDAY,80.0
2024-2025,8960,S15,PT,PROFESSIONAL TRNG/DEVEL,176.0
2024-2025,8960,S15,SL,SICK LEAVE,2616.75
2024-2025,8960,S15,VA,VACATION,2291.5
2024-2025,8960,S16,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,8960,S16,PH,PERSONAL HOLIDAY,0.0
2024-2025,8960,S16,SL,SICK LEAVE,400.0
2024-2025,8960,S16,VA,VACATION,163.0
2024-2025,8960,S17,AL,ANNUAL LEAVE,4991.25
2024-2025,8960,S17,CT,COMPENSATING TIME OFF,172.75
2024-2025,8960,S17,EX,EXCESS HOURS (EX),260.25
2024-2025,8960,S17,HC,HOLIDAY CREDIT,1492.5
2024-2025,8960,S17,HI,HOLIDAY INFORMAL TIME OFF,246.0
2024-2025,8960,S17,HT,HOLIDAY CREDIT-WK ON HOL,981.5
2024-2025,8960,S17,LX,PERSONAL LEAVE PROG 2020,691.0
2024-2025,8960,S17,PH,PERSONAL HOLIDAY,344.0
2024-2025,8960,S17,PT,PROFESSIONAL TRNG/DEVEL,304.0
2024-2025,8960,S17,SL,SICK LEAVE,4408.5
2024-2025,8960,S17,VA,VACATION,4916.75
2024-2025,8960,S19,AL,ANNUAL LEAVE,3426.5
2024-2025,8960,S19,CT,COMPENSATING TIME OFF,321.25
2024-2025,8960,S19,EX,EXCESS HOURS (EX),21.25
2024-2025,8960,S19,FH,FURLOUGH HOURS,16.0
2024-2025,8960,S19,HC,HOLIDAY CREDIT,108.5
2024-2025,8960,S19,HI,HOLIDAY INFORMAL TIME OFF,33.75
2024-2025,8960,S19,HT,HOLIDAY CREDIT-WK ON HOL,74.5
2024-2025,8960,S19,PH,PERSONAL HOLIDAY,72.0
2024-2025,8960,S19,PT,PROFESSIONAL TRNG/DEVEL,100.0
2024-2025,8960,S19,PV,VOLUNTARY PLP,119.5
2024-2025,8960,S19,SL,SICK LEAVE,3896.5
2024-2025,8960,S19,VA,VACATION,713.75
2024-2025,8960,S20,AL,ANNUAL LEAVE,225.0
2024-2025,8960,S20,EX,EXCESS HOURS (EX),4.0
2024-2025,8960,S20,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,8960,S20,PH,PERSONAL HOLIDAY,0.0
2024-2025,8960,S20,SL,SICK LEAVE,58.0
2024-2025,8960,S20,VA,VACATION,29.5
2024-2025,8965,E17,CT,COMPENSATING TIME OFF,20.0
2024-2025,8965,E17,EX,EXCESS HOURS (EX),20.5
2024-2025,8965,E17,HC,HOLIDAY CREDIT,144.0
2024-2025,8965,E17,HI,HOLIDAY INFORMAL TIME OFF,12.0
2024-2025,8965,E17,HT,HOLIDAY CREDIT-WK ON HOL,105.0
2024-2025,8965,E17,LX,PERSONAL LEAVE PROG 2020,55.0
2024-2025,8965,E17,PH,PERSONAL HOLIDAY,8.0
2024-2025,8965,E17,SL,SICK LEAVE,46.0
2024-2025,8965,E17,VA,VACATION,615.0
2024-2025,8965,E99,AL,ANNUAL LEAVE,596.5
2024-2025,8965,E99,HC,HOLIDAY CREDIT,172.0
2024-2025,8965,E99,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,8965,E99,PH,PERSONAL HOLIDAY,8.0
